customer id,age,gender
1393,37,Male
1395,71,Female
1396,71,Female
1398,68,Male
1399,57,Female
1400,42,Female
1401,23,Female
1402,77,Male
1403,37,Female
1404,55,Female
1405,54,Male
1406,46,Male
1408,67,Male
1409,42,Male
1411,23,Male
1416,38,Female
1419,55,Female
1420,73,Male
1421,66,Female
1422,62,Female
1423,51,Male
1424,21,Female
1425,48,Female
1427,71,Male
1428,53,Female
1429,57,Male
1430,24,Male
1431,50,Female
1433,43,Male
1434,27,Male
1435,73,Female
1436,43,Female
1442,50,Female
1443,70,Male
1445,80,Female
1447,61,Female
1448,56,Female
1449,40,Female
1450,23,Male
1451,74,Female
1454,26,Female
1455,21,Female
1456,69,Male
1457,44,Male
1458,24,Male
1460,19,Female
1461,65,Female
1462,35,Female
1463,71,Female
1464,45,Male
1465,54,Female
1466,77,Female
1467,71,Female
1469,28,Male
1470,44,Male
1473,65,Male
1475,71,Male
1476,78,Male
1477,76,Female
1478,70,Female
1480,48,Male
1481,20,Male
1482,64,Male
1483,52,Female
1484,63,Male
1486,49,Female
1488,26,Female
1489,22,Male
1490,23,Male
1492,29,Female
1494,36,Male
1495,45,Female
1497,52,Male
1499,55,Male
1501,73,Female
1502,48,Male
1504,41,Male
1507,71,Female
1509,62,Male
1511,29,Male
1512,80,Female
1514,22,Male
1515,51,Female
1516,61,Female
1517,70,Male
1518,59,Female
1520,43,Male
1523,34,Male
1524,22,Female
1526,75,Female
1528,45,Male
1535,73,Male
1536,75,Female
1537,67,Male
1538,61,Female
1539,70,Male
1540,36,Female
1541,66,Male
1543,60,Male
1545,63,Male
1546,22,Male
1549,25,Male
1551,74,Male
1553,54,Female
1554,68,Male
1555,55,Female
1556,77,Female
1558,56,Female
1559,59,Male
1561,35,Female
1562,54,Female
1566,26,Male
1568,35,Male
1570,31,Male
1571,51,Female
1574,31,Female
1576,78,Male
1577,23,Male
1578,43,Female
1579,67,Male
1581,32,Male
1584,74,Female
1585,44,Male
1586,69,Male
1587,32,Female
1589,34,Female
1590,47,Male
1591,24,Female
1592,39,Male
1593,31,Male
1595,60,Male
1597,80,Male
1599,79,Male
1601,40,Male
1602,23,Male
1603,78,Female
1605,68,Male
1606,29,Female
1610,57,Female
1611,32,Female
1613,33,Male
1616,39,Female
1617,43,Female
1618,25,Male
1619,64,Female
1621,73,Female
1622,80,Female
1624,23,Male
1626,20,Male
1628,58,Male
1630,42,Female
1631,36,Female
1632,76,Male
1633,73,Male
1634,21,Female
1635,60,Female
1636,40,Male
1637,27,Female
1638,22,Male
1639,20,Male
1640,45,Male
1641,63,Male
1642,28,Female
1643,28,Female
1644,44,Male
1645,51,Male
1647,54,Female
1649,20,Female
1650,50,Male
1651,62,Female
1652,18,Male
1654,68,Female
1656,40,Female
1657,59,Female
1658,43,Male
1660,50,Male
1661,19,Female
1662,65,Male
1663,60,Female
1664,73,Female
1667,43,Male
1668,75,Female
1669,72,Female
1670,25,Female
1671,38,Female
1672,48,Female
1673,43,Male
1674,19,Female
1676,44,Male
1677,78,Male
1678,67,Female
1681,74,Male
1682,76,Female
1683,36,Male
1684,38,Female
1686,43,Female
1688,68,Female
1689,31,Male
1690,45,Male
1691,61,Female
1693,39,Male
1694,57,Male
1695,75,Male
1696,24,Female
1697,43,Male
1698,42,Female
1699,52,Male
1700,34,Male
1701,51,Female
1702,66,Male
1703,56,Female
1704,74,Male
1705,21,Male
1706,79,Male
1709,77,Male
1710,33,Female
1711,67,Female
1712,61,Male
1713,47,Male
1714,61,Female
1715,76,Male
1718,73,Male
1719,55,Male
1720,61,Male
1721,25,Female
1723,33,Female
1724,67,Female
1725,77,Female
1726,34,Male
1727,24,Male
1728,78,Female
1729,54,Female
1731,78,Female
1732,63,Female
1734,21,Male
1735,44,Male
1736,31,Female
1738,60,Female
1739,71,Male
1742,43,Female
1744,41,Female
1745,49,Female
1746,57,Female
1748,75,Male
1749,24,Female
1751,80,Male
1752,76,Female
1753,36,Female
1754,52,Male
1755,37,Female
1756,69,Female
1758,69,Female
1759,43,Male
1760,34,Female
1761,21,Male
1766,36,Female
1768,28,Male
1769,29,Female
1770,78,Male
1771,66,Female
1772,55,Female
1773,22,Male
1774,59,Female
1775,66,Female
1776,32,Male
1778,80,Female
1779,45,Male
1781,24,Male
1783,35,Male
1784,39,Female
1785,40,Female
1787,35,Male
1788,79,Female
1789,69,Male
1790,65,Male
1792,30,Male
1794,80,Male
1795,19,Male
1797,67,Male
1798,71,Male
1799,73,Female
1800,26,Male
1801,47,Female
1803,44,Female
1806,20,Female
1807,36,Male
1808,63,Male
1809,32,Male
1810,73,Female
1811,60,Male
1813,37,Female
1815,75,Female
1817,63,Male
1819,48,Male
1821,55,Male
1822,21,Female
1823,53,Male
1824,66,Male
1828,79,Male
1829,67,Female
1830,47,Male
1834,76,Male
1836,33,Male
1837,49,Male
1838,35,Male
1840,75,Female
1844,45,Male
1845,28,Male
1846,64,Male
1847,25,Male
1849,63,Male
1851,73,Male
1853,58,Male
1856,74,Male
1858,62,Female
1860,37,Female
1861,20,Male
1863,55,Male
1864,30,Female
1866,39,Female
1868,78,Female
1869,51,Male
1873,66,Female
1876,54,Female
1877,58,Male
1878,39,Female
1879,53,Male
1880,48,Female
1882,77,Male
1883,75,Female
1884,26,Male
1885,65,Female
1886,73,Male
1887,72,Female
1888,66,Female
1889,40,Female
1890,36,Male
1891,32,Female
1892,34,Female
1893,51,Female
1894,21,Female
1899,66,Female
1900,24,Female
1901,73,Male
1903,44,Female
1904,67,Female
1905,78,Male
1907,18,Female
1908,75,Male
1909,29,Male
1910,51,Male
1911,46,Male
1914,25,Male
1915,40,Female
1916,73,Male
1917,21,Male
1918,19,Male
1921,23,Female
1922,35,Male
1924,18,Male
1925,24,Male
1927,48,Male
1928,29,Male
1929,41,Male
1931,36,Male
1934,61,Female
1936,53,Female
1937,34,Male
1938,75,Female
1939,49,Male
1941,53,Female
1942,36,Male
1943,56,Male
1944,68,Male
1945,31,Male
1946,27,Male
1948,29,Male
1949,71,Male
1950,36,Female
1951,37,Female
1956,62,Male
1957,77,Female
1958,29,Female
1962,50,Female
1964,57,Male
1965,28,Male
1966,75,Female
1967,29,Female
1968,25,Male
1970,59,Female
1971,55,Female
1972,37,Female
1974,30,Male
1975,72,Male
1976,72,Male
1977,79,Male
1978,24,Female
1979,43,Male
1980,25,Male
1981,78,Female
1982,41,Female
1983,40,Female
1985,39,Male
1987,30,Female
1988,63,Female
1989,69,Female
1991,57,Male
1994,58,Female
1995,33,Female
1996,49,Male
1997,49,Male
1998,51,Male
1999,67,Female
2000,60,Male
2001,36,Male
2003,77,Male
2005,75,Male
2007,28,Female
2010,46,Female
2012,73,Female
2013,56,Male
2014,37,Male
2015,28,Male
2017,32,Male
2018,63,Male
2020,19,Female
2021,36,Female
2022,37,Male
2025,67,Male
2026,32,Female
2027,52,Female
2029,63,Male
2030,67,Male
2031,36,Male
2033,32,Male
2035,20,Male
2036,57,Female
2037,37,Male
2039,78,Female
2041,49,Female
2042,60,Female
2047,23,Female
2048,24,Female
2050,46,Female
2052,46,Female
2053,65,Male
2054,56,Male
2055,40,Female
2056,25,Female
2058,49,Female
2059,67,Female
2060,55,Male
2061,53,Male
2063,75,Female
2065,56,Female
2069,30,Female
2070,78,Male
2071,56,Male
2072,45,Male
2073,31,Female
2074,47,Female
2075,56,Male
2076,69,Female
2077,29,Male
2078,40,Male
2080,80,Male
2081,79,Female
2082,19,Male
2086,67,Female
2087,61,Female
2088,67,Female
2090,20,Female
2091,21,Female
2092,58,Male
2093,30,Male
2094,55,Male
2099,79,Male
2100,71,Male
2101,19,Female
2102,67,Female
2103,41,Male
2105,59,Female
2106,29,Male
2107,79,Male
2108,22,Male
2109,80,Male
2110,74,Female
2112,20,Male
2113,50,Male
2114,29,Female
2115,31,Male
2116,65,Female
2117,41,Female
2119,33,Female
2120,53,Female
2121,40,Female
2122,19,Male
2123,66,Male
2124,41,Female
2125,44,Male
2126,54,Female
2128,27,Male
2129,52,Female
2131,49,Male
2132,48,Male
2134,35,Female
2135,66,Female
2136,48,Female
2138,21,Female
2139,80,Male
2140,80,Female
2141,26,Female
2142,43,Female
2144,79,Male
2145,20,Female
2147,61,Male
2148,76,Male
2150,63,Female
2152,36,Female
2153,19,Female
2154,43,Female
2155,66,Female
2156,75,Male
2157,38,Female
2158,19,Male
2161,73,Male
2163,19,Female
2164,29,Female
2165,37,Female
2166,57,Male
2169,53,Female
2170,62,Male
2171,76,Female
2177,67,Male
2178,76,Female
2180,26,Male
2181,44,Male
2182,41,Male
2183,35,Male
2184,36,Female
2185,72,Female
2186,27,Female
2187,41,Male
2189,44,Female
2190,48,Male
2191,56,Male
2192,62,Female
2193,52,Male
2195,67,Male
2196,32,Male
2198,59,Male
2199,52,Female
2200,52,Male
2201,20,Female
2203,77,Male
2204,32,Female
2205,32,Male
2206,56,Male
2209,51,Female
2211,59,Male
2212,69,Female
2213,32,Female
2215,65,Male
2216,65,Male
2220,76,Male
2221,25,Male
2223,29,Male
2224,21,Female
2225,57,Male
2226,65,Male
2227,72,Female
2229,66,Female
2230,61,Female
2231,40,Female
2232,19,Female
2234,33,Male
2235,28,Male
2236,28,Male
2238,44,Female
2240,29,Female
2241,56,Male
2242,76,Female
2243,66,Male
2244,43,Male
2245,74,Female
2246,42,Female
2248,71,Male
2249,67,Female
2252,55,Female
2253,45,Female
2254,57,Female
2256,27,Female
2258,25,Male
2259,48,Male
2260,72,Female
2262,29,Female
2264,74,Male
2267,45,Male
2270,63,Male
2272,36,Female
2273,67,Female
2275,21,Male
2276,44,Male
2277,29,Male
2279,31,Male
2280,75,Male
2281,74,Male
2282,79,Female
2283,48,Female
2284,74,Male
2285,77,Female
2286,32,Female
2287,57,Female
2288,63,Female
2289,76,Female
2290,35,Male
2291,20,Male
2292,70,Male
2293,75,Male
2295,42,Male
2297,61,Female
2300,36,Male
2301,38,Male
2303,73,Male
2305,71,Male
2306,36,Female
2307,62,Male
2308,50,Female
2310,79,Male
2311,42,Female
2313,49,Female
2315,50,Female
2316,34,Female
2317,26,Male
2319,62,Female
2320,51,Male
2321,52,Male
2323,23,Male
2324,44,Male
2325,74,Male
2326,75,Male
2327,44,Female
2329,65,Female
2330,51,Female
2331,30,Male
2333,79,Male
2334,20,Male
2336,24,Male
2337,65,Male
2338,60,Male
2339,26,Female
2341,67,Male
2342,26,Male
2343,63,Male
2344,55,Female
2345,25,Female
2347,48,Female
2348,25,Female
2349,73,Female
2350,55,Female
2351,32,Female
2353,48,Female
2354,64,Male
2355,46,Male
2356,24,Female
2358,71,Female
2359,24,Female
2360,48,Female
2362,76,Female
2365,35,Male
2366,29,Female
2368,76,Female
2369,27,Female
2370,47,Male
2372,47,Male
2373,45,Male
2374,31,Male
2375,33,Male
2379,61,Male
2383,19,Male
2385,80,Female
2386,31,Male
2388,25,Male
2389,72,Male
2394,78,Female
2396,58,Male
2398,22,Male
2401,67,Male
2402,71,Female
2403,72,Female
2404,38,Female
2408,67,Male
2409,32,Male
2410,61,Male
2411,46,Female
2413,56,Female
2414,50,Female
2416,46,Male
2417,21,Female
2418,57,Female
2420,39,Female
2421,22,Male
2422,61,Female
2423,39,Male
2424,36,Male
2425,37,Male
2426,28,Female
2427,19,Female
2429,62,Female
2430,33,Male
2431,24,Male
2432,61,Female
2433,44,Female
2436,62,Male
2438,56,Male
2439,33,Male
2441,44,Female
2442,29,Male
2443,47,Male
2444,62,Male
2445,51,Female
2447,40,Female
2449,27,Female
2451,46,Male
2452,60,Male
2453,23,Female
2457,72,Female
2458,39,Female
2460,72,Male
2461,56,Female
2462,67,Female
2463,78,Male
2464,54,Female
2469,51,Male
2472,38,Female
2473,69,Female
2474,55,Female
2476,41,Female
2477,54,Female
2479,80,Male
2480,40,Female
2481,42,Female
2482,59,Male
2483,78,Female
2484,56,Female
2486,65,Female
2487,19,Male
2488,63,Male
2489,79,Male
2491,60,Male
2492,21,Male
2494,30,Female
2496,55,Female
2497,66,Male
2498,69,Male
2499,36,Female
2500,71,Male
2501,72,Male
2503,35,Male
2504,50,Male
2505,18,Male
2506,19,Female
2507,27,Female
2513,40,Female
2514,48,Male
2515,61,Male
2516,77,Female
2518,21,Male
2522,79,Female
2523,61,Female
2524,38,Male
2525,67,Female
2526,22,Male
2527,75,Female
2528,28,Male
2529,20,Male
2530,33,Female
2531,60,Male
2532,78,Male
2533,30,Male
2534,55,Male
2535,24,Male
2537,42,Female
2538,67,Female
2539,80,Female
2540,64,Female
2542,24,Female
2543,67,Male
2544,18,Male
2546,70,Male
2547,60,Female
2549,22,Male
2550,24,Female
2551,50,Female
2552,63,Female
2553,48,Female
2555,43,Female
2556,35,Female
2558,22,Female
2560,62,Female
2561,37,Male
2562,23,Male
2563,64,Female
2565,49,Male
2567,28,Female
2568,52,Female
2569,26,Female
2570,18,Male
2571,71,Female
2572,41,Male
2573,70,Male
2574,37,Male
2576,78,Female
2577,35,Female
2578,28,Male
2579,67,Female
2580,55,Female
2587,28,Female
2588,34,Female
2589,73,Female
2590,52,Male
2591,44,Male
2593,44,Female
2594,74,Male
2597,78,Female
2598,33,Female
2602,26,Female
2603,72,Female
2604,38,Female
2605,33,Male
2607,68,Male
2610,36,Male
2611,49,Male
2613,48,Male
2614,46,Female
2615,55,Male
2619,76,Male
2621,30,Female
2624,73,Female
2625,75,Female
2626,60,Male
2627,23,Female
2628,51,Male
2629,49,Male
2632,18,Female
2633,28,Male
2636,56,Male
2637,63,Female
2639,57,Male
2640,68,Female
2641,62,Male
2643,76,Female
2644,37,Male
2645,79,Male
2649,33,Female
2650,57,Female
2651,40,Male
2653,77,Male
2654,63,Female
2656,76,Male
2657,79,Male
2658,28,Male
2659,73,Female
2661,65,Male
2662,48,Female
2663,64,Female
2664,78,Female
2665,27,Male
2666,54,Male
2671,78,Male
2672,63,Female
2674,62,Male
2677,76,Male
2680,45,Male
2681,39,Male
2684,69,Female
2685,50,Male
2686,66,Female
2687,31,Male
2688,34,Female
2689,74,Male
2690,33,Female
2692,62,Male
2695,18,Male
2696,33,Male
2697,75,Female
2699,66,Male
2702,54,Male
2705,63,Female
2707,74,Male
2708,61,Female
2709,69,Male
2710,69,Female
2711,37,Female
2712,67,Male
2713,67,Male
2716,80,Male
2718,36,Female
2719,58,Male
2720,28,Female
2721,38,Male
2722,75,Female
2724,65,Male
2726,76,Male
2727,25,Male
2728,52,Female
2730,50,Male
2731,42,Female
2732,63,Male
2734,22,Female
2735,38,Female
2736,76,Female
2738,30,Female
2739,50,Female
2740,60,Female
2741,55,Female
2742,20,Female
2745,75,Male
2746,69,Male
2748,61,Female
2749,74,Female
2750,28,Female
2751,65,Female
2753,67,Female
2755,41,Male
2756,55,Male
2759,76,Female
2761,25,Female
2762,23,Female
2764,28,Female
2765,49,Male
2766,76,Female
2767,75,Male
2770,31,Male
2773,46,Female
2776,80,Male
2778,28,Male
2781,79,Female
2782,68,Male
2783,59,Male
2784,65,Male
2785,18,Male
2786,65,Female
2787,49,Male
2789,61,Female
2791,71,Male
2792,37,Female
2795,75,Male
2796,53,Female
2797,30,Male
2800,19,Female
2801,68,Female
2802,72,Female
2803,46,Female
2805,35,Male
2806,26,Male
2807,29,Female
2808,32,Female
2810,63,Female
2811,36,Female
2813,71,Male
2814,74,Female
2815,46,Female
2816,58,Male
2817,44,Female
2819,72,Male
2821,40,Female
2822,71,Female
2825,53,Male
2826,61,Male
2827,46,Male
2828,69,Female
2829,35,Male
2831,44,Male
2836,52,Female
2837,21,Male
2838,68,Male
2839,47,Male
2840,22,Male
2841,44,Male
2842,48,Male
2846,78,Female
2847,57,Female
2848,28,Female
2849,56,Male
2850,69,Male
2851,41,Female
2852,77,Female
2855,72,Female
2856,71,Male
2857,79,Male
2859,63,Female
2860,42,Female
2861,48,Female
2863,76,Female
2864,34,Male
2865,31,Female
2871,66,Female
2873,47,Male
2874,38,Male
2875,22,Male
2878,34,Male
2879,55,Male
2880,43,Female
2881,64,Female
2882,60,Male
2884,52,Female
2886,22,Male
2887,38,Female
2888,35,Male
2889,64,Male
2890,54,Male
2892,55,Male
2893,39,Male
2894,61,Male
2895,26,Male
2896,60,Female
2897,43,Male
2898,37,Male
2900,31,Male
2901,59,Male
2902,20,Female
2903,75,Male
2904,69,Female
2906,33,Female
2907,75,Female
2909,38,Male
2910,66,Female
2911,74,Male
2912,22,Male
2914,59,Female
2915,72,Female
2916,39,Female
2917,23,Male
2919,51,Female
2921,39,Female
2922,39,Female
2923,44,Female
2924,41,Female
2926,44,Male
2927,72,Female
2928,39,Female
2930,68,Female
2933,48,Female
2935,37,Male
2936,60,Female
2938,55,Male
2943,49,Male
2945,55,Male
2947,54,Female
2952,68,Female
2953,54,Male
2954,46,Female
2955,78,Male
2956,49,Male
2959,51,Male
2960,47,Male
2961,18,Male
2962,52,Male
2964,66,Male
2965,57,Female
2966,28,Female
2967,52,Female
2968,27,Female
2969,59,Male
2970,59,Female
2971,75,Male
2973,38,Male
2974,70,Male
2976,75,Male
2978,65,Female
2980,75,Male
2981,45,Male
2982,21,Male
2983,71,Male
2984,44,Female
2986,59,Female
2987,50,Male
2989,36,Male
2991,33,Male
2993,77,Female
2995,25,Male
2996,29,Male
2997,25,Male
2998,45,Male
2999,79,Male
3000,56,Female
3001,22,Female
3003,77,Male
3004,35,Male
3005,19,Male
3007,36,Male
3010,67,Female
3012,19,Male
3013,43,Female
3014,67,Male
3017,19,Female
3019,23,Female
3020,52,Female
3021,57,Male
3023,51,Male
3024,80,Male
3026,74,Male
3027,60,Male
3029,39,Male
3030,53,Male
3031,67,Female
3032,52,Male
3035,34,Male
3037,23,Female
3038,58,Male
3039,29,Female
3040,28,Female
3041,75,Male
3042,75,Male
3043,66,Male
3044,72,Male
3048,40,Female
3050,79,Female
3051,64,Male
3053,19,Female
3054,37,Female
3056,36,Male
3057,78,Female
3058,41,Female
3059,43,Male
3062,62,Male
3066,66,Female
3069,69,Male
3071,62,Female
3072,22,Female
3074,80,Male
3076,41,Female
3077,64,Male
3078,29,Female
3080,79,Female
3082,57,Female
3083,69,Male
3085,35,Male
3086,42,Male
3091,53,Female
3092,46,Female
3093,54,Male
3094,49,Male
3096,36,Male
3098,49,Male
3100,42,Male
3101,67,Female
3102,77,Female
3103,37,Female
3104,52,Female
3105,38,Female
3110,73,Male
3113,48,Male
3114,30,Female
3116,66,Male
3117,48,Female
3118,40,Male
3121,68,Female
3122,72,Male
3123,29,Male
3125,79,Male
3126,48,Female
3127,29,Female
3128,26,Male
3129,61,Male
3132,35,Male
3133,48,Female
3135,63,Male
3136,19,Male
3137,24,Female
3139,18,Male
3141,48,Female
3142,54,Female
3143,34,Male
3144,80,Male
3145,68,Female
3146,62,Female
3147,67,Female
3148,57,Male
3152,73,Female
3154,72,Male
3157,29,Male
3158,22,Female
3161,74,Male
3162,34,Female
3163,71,Male
3165,28,Male
3166,37,Male
3167,52,Male
3168,56,Male
3169,46,Male
3170,68,Male
3171,37,Male
3172,46,Male
3174,76,Female
3175,22,Female
3176,53,Female
3178,71,Male
3183,47,Male
3186,25,Male
3188,64,Male
3191,23,Male
3194,24,Female
3197,56,Male
3198,61,Male
3199,44,Male
3201,64,Male
3203,57,Female
3205,55,Female
3207,60,Male
3208,36,Female
3209,18,Male
3210,34,Female
3211,44,Male
3213,56,Male
3214,28,Female
3216,34,Male
3217,48,Female
3219,52,Female
3222,39,Female
3223,74,Male
3224,28,Male
3225,47,Male
3227,80,Male
3228,21,Female
3229,67,Male
3230,62,Female
3231,42,Male
3232,67,Female
3236,45,Female
3238,75,Female
3239,80,Male
3243,80,Male
3244,60,Male
3245,20,Female
3246,50,Female
3248,67,Female
3249,36,Male
3251,28,Female
3253,53,Male
3254,44,Female
3255,55,Female
3256,69,Female
3257,70,Male
3259,65,Male
3260,64,Male
3261,64,Female
3262,39,Male
3263,78,Female
3264,19,Male
3266,63,Male
3267,62,Female
3270,29,Male
3271,41,Male
3273,58,Female
3274,69,Male
3275,57,Female
3276,67,Male
3277,76,Female
3278,23,Female
3279,33,Female
3280,74,Male
3281,76,Male
3282,53,Male
3284,66,Female
3286,47,Female
3287,63,Male
3288,42,Male
3291,63,Female
3293,56,Female
3294,26,Female
3296,21,Male
3297,21,Male
3298,69,Female
3299,59,Male
3301,61,Male
3302,37,Female
3307,61,Female
3309,61,Male
3311,79,Male
3312,58,Male
3313,46,Male
3314,37,Female
3315,29,Male
3316,21,Female
3317,69,Female
3318,36,Male
3320,41,Male
3321,38,Female
3322,51,Male
3325,23,Male
3326,22,Male
3330,30,Female
3331,44,Male
3333,55,Female
3334,28,Female
3336,35,Female
3339,71,Female
3340,46,Female
3341,19,Female
3343,62,Male
3344,60,Female
3345,45,Male
3346,52,Female
3347,37,Female
3348,25,Male
3349,43,Female
3351,73,Male
3352,66,Male
3353,39,Female
3354,52,Female
3359,18,Male
3360,43,Male
3362,72,Female
3365,38,Male
3367,19,Male
3368,18,Male
3370,29,Male
3371,57,Female
3372,31,Female
3373,74,Female
3374,72,Male
3375,78,Female
3377,39,Female
3379,57,Male
3381,23,Female
3383,37,Female
3385,43,Female
3387,54,Male
3388,75,Female
3389,19,Female
3390,64,Male
3392,58,Male
3393,50,Male
3394,73,Male
3397,28,Male
3398,60,Female
3400,57,Female
3402,35,Male
3403,57,Male
3404,79,Female
3405,80,Female
3407,80,Male
3408,72,Female
3409,28,Male
3410,64,Female
3411,23,Female
3412,23,Female
3413,45,Male
3415,21,Female
3416,36,Male
3417,47,Female
3418,77,Male
3420,69,Male
3421,57,Male
3422,34,Male
3425,25,Female
3427,39,Male
3430,52,Female
3432,25,Female
3433,72,Male
3434,39,Male
3435,34,Female
3440,38,Male
3442,80,Male
3443,50,Male
3444,43,Female
3445,18,Male
3446,64,Female
3447,19,Male
3448,30,Female
3449,67,Female
3453,29,Male
3454,37,Female
3455,53,Female
3458,22,Male
3459,75,Male
3460,48,Female
3462,70,Male
3464,32,Male
3466,51,Male
3467,46,Male
3469,68,Male
3471,23,Female
3472,74,Female
3474,31,Male
3475,62,Female
3476,30,Male
3479,63,Male
3481,20,Male
3484,71,Male
3486,64,Male
3487,76,Male
3489,31,Female
3490,29,Female
3494,58,Male
3495,67,Female
3496,51,Male
3499,76,Male
3501,61,Male
3502,67,Male
3503,47,Female
3505,57,Female
3506,70,Male
3507,78,Male
3509,50,Female
3510,46,Male
3511,49,Male
3512,51,Male
3513,74,Male
3515,67,Female
3516,23,Female
3517,28,Female
3518,37,Male
3519,37,Male
3520,63,Male
3521,66,Female
3522,21,Male
3523,80,Female
3524,40,Female
3526,59,Male
3529,79,Male
3531,28,Female
3533,58,Female
3537,26,Female
3538,78,Male
3539,72,Male
3540,28,Male
3542,62,Male
3543,71,Male
3544,78,Female
3546,73,Female
3547,55,Male
3549,80,Male
3551,73,Female
3552,23,Female
3553,76,Female
3557,28,Female
3560,45,Female
3561,43,Female
3562,63,Male
3563,50,Female
3564,19,Male
3567,63,Male
3568,67,Male
3570,61,Female
3571,40,Female
3572,73,Female
3574,48,Male
3575,49,Male
3576,59,Male
3577,47,Male
3579,21,Female
3581,42,Female
3582,57,Female
3584,66,Female
3585,59,Female
3587,36,Male
3588,22,Male
3589,25,Male
3590,45,Male
3591,78,Female
3592,68,Female
3593,72,Female
3594,44,Male
3596,67,Male
3597,26,Male
3598,61,Male
3599,48,Female
3602,24,Female
3603,41,Female
3605,45,Female
3607,66,Female
3608,64,Female
3609,48,Male
3610,26,Female
3611,38,Female
3612,19,Male
3614,54,Female
3615,74,Female
3617,48,Male
3618,75,Male
